时间,fenci,主题概率,主题类型
2024-04-15,肺癌 切除 治愈,"[(0, 0.042012468), (1, 0.041674737), (2, 0.041706365), (3, 0.041937016), (4, 0.04168573), (5, 0.79098374)]",5
2024-04-15,肺癌 癌症 发现 很小 切掉,"[(0, 0.86063313), (1, 0.027811263), (2, 0.02785784), (3, 0.027929123), (4, 0.02784245), (5, 0.027926175)]",0
2024-04-15,大夫,"[(0, 0.083381236), (1, 0.08338178), (2, 0.08340278), (3, 0.083407976), (4, 0.08338153), (5, 0.5830447)]",5
2024-04-27,情况 上班 夜班 不疼,"[(0, 0.033630874), (1, 0.8323856), (2, 0.033487022), (3, 0.03359885), (4, 0.033397235), (5, 0.03350043)]",1
2024-04-16,年龄 接近 医院 建议,"[(0, 0.3495695), (1, 0.033550087), (2, 0.033568732), (3, 0.5162731), (4, 0.033371907), (5, 0.033666734)]",3
2024-04-15,医院 建议 年轻 单位 体检 浪费 选点 有用 换成,"[(0, 0.016740307), (1, 0.14375114), (2, 0.016750457), (3, 0.6269108), (4, 0.016686799), (5, 0.17916048)]",3
2024-04-15,肺癌 乳腺癌,"[(0, 0.05631328), (1, 0.055560857), (2, 0.05559995), (3, 0.721023), (4, 0.055560183), (5, 0.055942677)]",3
2024-04-15,结节 囊肿 肌瘤 脾气 炒炸 用油 甘果 黄皮 除湿 脂肪瘤 补脾 除湿 化学物质 原因 致瘤 成串 酸涩 清除 仙人掌,"[(5, 0.9582497)]",5
2024-04-16,查出来 公分 乳腺 结节 生气 熬夜 发物 没事,"[(0, 0.01855355), (1, 0.018542586), (2, 0.018582974), (3, 0.1967459), (4, 0.018575827), (5, 0.72899914)]",5
2024-04-15,确诊 癌症,"[(0, 0.05617067), (1, 0.055576757), (2, 0.055625856), (3, 0.7209975), (4, 0.05556953), (5, 0.05605966)]",3
2024-04-15,没用,"[(0, 0.08334103), (1, 0.5827553), (2, 0.08334108), (3, 0.08370037), (4, 0.083521135), (5, 0.08334106)]",1
2024-04-15,抽血 干嘛,"[(0, 0.05556693), (1, 0.055567052), (2, 0.7217674), (3, 0.055665307), (4, 0.055567), (5, 0.055866245)]",2
2024-04-15,实用,"[(0, 0.16213894), (1, 0.1750715), (2, 0.16564167), (3, 0.16681299), (4, 0.16552801), (5, 0.16480695)]",1
2024-04-15,癌症 基因 体检 留意 癌症 发病 情况 部位,"[(0, 0.30454338), (1, 0.018540358), (2, 0.018605588), (3, 0.018659834), (4, 0.018555826), (5, 0.62109506)]",5
2024-05-28,清醒 世卫 总部 党员 对立 实事求是,"[(0, 0.17897516), (1, 0.02386027), (2, 0.023848515), (3, 0.72558767), (4, 0.023877086), (5, 0.023851268)]",3
2024-05-28,实事求是 最难,"[(0, 0.06265294), (1, 0.06280182), (2, 0.06269356), (3, 0.68648404), (4, 0.06269022), (5, 0.062677436)]",3
2024-05-28,丐帮 帮主 不亲,"[(0, 0.04173269), (1, 0.791335), (2, 0.041733064), (3, 0.041733176), (4, 0.04173307), (5, 0.04173297)]",1
2024-05-28,心疼 小岛,"[(0, 0.3884149), (1, 0.055590045), (2, 0.055589877), (3, 0.05558993), (4, 0.38922545), (5, 0.055589825)]",4
2024-05-28,惨重 代价,"[(0, 0.05572492), (1, 0.05562975), (2, 0.055629343), (3, 0.055629473), (4, 0.7217573), (5, 0.055629235)]",4
2024-05-29,看不起,"[(0, 0.5830133), (1, 0.08338732), (2, 0.083387025), (3, 0.08338712), (4, 0.08343825), (5, 0.08338694)]",0
2024-05-28,公费旅游 宾馆 会议 打脸 受虐 倾向,"[(0, 0.02391125), (1, 0.023836505), (2, 0.8806989), (3, 0.023869945), (4, 0.02383452), (5, 0.023848897)]",2
2024-05-28,资格 实力 说话,"[(0, 0.042065635), (1, 0.041716386), (2, 0.041869074), (3, 0.041754518), (4, 0.041725356), (5, 0.790869)]",5
2024-05-29,世卫 大会 国论 言行 制裁,"[(0, 0.027842477), (1, 0.02781724), (2, 0.20891643), (3, 0.6797091), (4, 0.027896605), (5, 0.027818197)]",3
2024-05-28,作秀,"[(0, 0.083366945), (1, 0.083367325), (2, 0.08336715), (3, 0.083447486), (4, 0.582884), (5, 0.08356704)]",4
2024-05-28,递交 相关 提案 算不算,"[(0, 0.033441417), (1, 0.033376668), (2, 0.033455923), (3, 0.033436436), (4, 0.8329012), (5, 0.03338837)]",4
2024-05-28,选出 群众 放下 幻想 破岛 拯救 价值,"[(0, 0.020885719), (1, 0.02093167), (2, 0.020870771), (3, 0.020857763), (4, 0.02088531), (5, 0.8955688)]",5
2024-05-29,闹事 带队,"[(0, 0.070320785), (1, 0.64757067), (2, 0.0705171), (3, 0.07060292), (4, 0.070511945), (5, 0.07047655)]",1
2024-05-28,渗透 控制 得罪,"[(0, 0.041959953), (1, 0.04176464), (2, 0.042155053), (3, 0.04168501), (4, 0.041912436), (5, 0.79052293)]",5
2024-05-29,不留 解放,"[(0, 0.06338082), (1, 0.06358487), (2, 0.063468285), (3, 0.063500874), (4, 0.06346447), (5, 0.6826007)]",5
2024-05-29,要闻,"[(0, 0.16205621), (1, 0.17592144), (2, 0.16538997), (3, 0.16671117), (4, 0.16528963), (5, 0.16463165)]",1
2024-05-29,决堤,"[(0, 0.16197497), (1, 0.17549449), (2, 0.16569164), (3, 0.16677028), (4, 0.16532886), (5, 0.16473982)]",1
2024-05-29,简单 割据 政权 生存 割据 政权 生存 时代,"[(0, 0.018544527), (1, 0.018533424), (2, 0.018550519), (3, 0.018538125), (4, 0.018568048), (5, 0.90726537)]",5
2024-05-28,国际 炒作 舆论 死心,"[(0, 0.033420138), (1, 0.033512123), (2, 0.83266526), (3, 0.03352739), (4, 0.033471983), (5, 0.033403054)]",2
2024-05-28,图片 评论,"[(0, 0.055729397), (1, 0.055588998), (2, 0.055581696), (3, 0.7217593), (4, 0.055689234), (5, 0.055651393)]",3
2024-05-28,果党,"[(0, 0.16225818), (1, 0.17403758), (2, 0.16591512), (3, 0.16728549), (4, 0.16566364), (5, 0.16484001)]",1
2024-04-08,感觉 喜欢,"[(0, 0.056442626), (1, 0.3462614), (2, 0.056092426), (3, 0.4294436), (4, 0.05578622), (5, 0.055973724)]",3
2024-04-08,刷到 喜欢,"[(0, 0.72116166), (1, 0.055977166), (2, 0.055746537), (3, 0.05562154), (4, 0.05589696), (5, 0.05559613)]",0
2024-04-08,粉丝 疯狂 动漫 头像 头像 粉丝 攻击点 排放 废水 废水 来到 可比 头像 头像 粉丝 换掉,"[(1, 0.17462023), (3, 0.78591186)]",3
2024-04-08,粉丝 动漫 头像 换掉 双标 头像 攻击 攻击,"[(0, 0.01852897), (1, 0.59458256), (2, 0.018612398), (3, 0.33114782), (4, 0.018547041), (5, 0.01858122)]",1
2024-04-08,边玩,"[(0, 0.16195948), (1, 0.17645445), (2, 0.16524561), (3, 0.16670187), (4, 0.16516039), (5, 0.16447821)]",1
2024-04-08,前段时间 废水 时期 公众 人物 相当于 跟风 佛系 状态 赶着 时间段 演唱会,"[(0, 0.6901429), (1, 0.0128495535), (2, 0.15344597), (3, 0.012847773), (4, 0.013139238), (5, 0.11757455)]",0
2024-04-08,头像 漫画 表达,"[(0, 0.041804206), (1, 0.46010923), (2, 0.041862465), (3, 0.37271595), (4, 0.041749343), (5, 0.04175879)]",1
2024-04-08,头像 头像 动漫 赚钱 还给 旅游业 拍到,"[(0, 0.020892479), (1, 0.16091695), (2, 0.020970952), (3, 0.41372782), (4, 0.020901985), (5, 0.36258984)]",3
2024-04-08,女方 男方 音乐 对象,"[(0, 0.8327456), (1, 0.033439837), (2, 0.033406503), (3, 0.033612903), (4, 0.03338445), (5, 0.033410724)]",0
2024-04-08,市场 市场 滑雪场 上班,"[(0, 0.033418406), (1, 0.03355223), (2, 0.03343509), (3, 0.8325299), (4, 0.033445273), (5, 0.033619124)]",3
2024-04-08,时间 操心 看不惯 粉丝 上网 物料 时间 浪费,"[(0, 0.018619258), (1, 0.2405742), (2, 0.5455503), (3, 0.018606395), (4, 0.018599872), (5, 0.15805)]",2
2024-04-08,断网 粉丝 演唱会 佛系 状态 佛系 干嘛 赶着 废水,"[(0, 0.016759928), (1, 0.01673778), (2, 0.44233233), (3, 0.016722692), (4, 0.36392334), (5, 0.14352393)]",2
2024-04-08,私人 行程 偷拍 前段时间 演唱会 舞蹈 编曲 团队 确实 演唱会 演唱会 代表 感兴趣 影子,"[(0, 0.14582992), (1, 0.1561813), (2, 0.66445917), (3, 0.011171249), (4, 0.011185843), (5, 0.011172518)]",2
2024-04-08,演唱会 营业 粉丝 抱怨 营业 歌手 歌手 演员 演员 演唱会 综艺,"[(0, 0.0139081), (1, 0.0139167225), (2, 0.2593058), (3, 0.6850492), (4, 0.013907115), (5, 0.01391307)]",3
2024-04-08,前段时间 废水 时期 公众 人物 相当于 跟风 佛系 状态 赶着 时间段 演唱会,"[(0, 0.69015133), (1, 0.012849553), (2, 0.15343964), (3, 0.012847772), (4, 0.013138858), (5, 0.11757282)]",0
2024-04-08,博主 加油,"[(0, 0.055801436), (1, 0.056128416), (2, 0.05567867), (3, 0.055574674), (4, 0.72125506), (5, 0.055561725)]",4
2024-04-08,方法 打算,"[(0, 0.05575793), (1, 0.05574475), (2, 0.055729788), (3, 0.0557034), (4, 0.055831835), (5, 0.7212323)]",5
2024-04-08,举报 懒得,"[(0, 0.055690795), (1, 0.055631407), (2, 0.72178555), (3, 0.055630937), (4, 0.055630714), (5, 0.055630594)]",2
2024-04-08,打算 回复,"[(0, 0.056763615), (1, 0.055595852), (2, 0.05574694), (3, 0.055565443), (4, 0.056068484), (5, 0.72025967)]",5
2024-04-08,评论 私信 粉丝 找到 办法 口吐 粉丝 疯狂,"[(0, 0.018616958), (1, 0.018624581), (2, 0.018772785), (3, 0.9065932), (4, 0.018649822), (5, 0.018742686)]",3
2024-04-08,私信 记得,"[(0, 0.05557066), (1, 0.057294093), (2, 0.055573918), (3, 0.055881444), (4, 0.055574372), (5, 0.72010547)]",5
2024-04-08,音乐 对象,"[(0, 0.7216593), (1, 0.055777512), (2, 0.055651594), (3, 0.055672787), (4, 0.05557132), (5, 0.05566748)]",0
2024-03-15,关注,"[(0, 0.08356633), (1, 0.083814465), (2, 0.08366574), (3, 0.08391415), (4, 0.08353669), (5, 0.58150256)]",5
2024-03-15,关注,"[(0, 0.0835665), (1, 0.083811186), (2, 0.08366598), (3, 0.08392733), (4, 0.08353682), (5, 0.5814921)]",5
2024-03-15,关注 热点新闻 法治 资讯,"[(0, 0.033392373), (1, 0.8326493), (2, 0.03341295), (3, 0.033462655), (4, 0.0334076), (5, 0.033675116)]",1
2024-03-15,关注 关注,"[(0, 0.05568685), (1, 0.05582292), (2, 0.055742472), (3, 0.055879883), (4, 0.055670213), (5, 0.72119766)]",5
2024-03-15,关注,"[(0, 0.08356683), (1, 0.0838156), (2, 0.083667204), (3, 0.08393859), (4, 0.0835371), (5, 0.58147466)]",5
2024-03-15,关注,"[(0, 0.08356647), (1, 0.08381231), (2, 0.08366583), (3, 0.08392447), (4, 0.0835368), (5, 0.5814941)]",5
2024-03-15,关注,"[(0, 0.083566405), (1, 0.08381072), (2, 0.08366573), (3, 0.08392343), (4, 0.08353675), (5, 0.58149695)]",5
2024-03-15,关注,"[(0, 0.08356672), (1, 0.08381287), (2, 0.08366643), (3, 0.08393892), (4, 0.08353702), (5, 0.581478)]",5
2024-03-15,关注 关注,"[(0, 0.055686858), (1, 0.05582306), (2, 0.05574248), (3, 0.05588039), (4, 0.055670217), (5, 0.721197)]",5
2024-03-15,关注 热点 资讯,"[(0, 0.041768383), (1, 0.042528715), (2, 0.041755527), (3, 0.04177125), (4, 0.0417754), (5, 0.7904007)]",5
2024-03-15,关注,"[(0, 0.083566695), (1, 0.08381719), (2, 0.0836668), (3, 0.083928116), (4, 0.08353697), (5, 0.5814842)]",5
2024-03-15,关注 关注 关注,"[(0, 0.04175971), (1, 0.04185617), (2, 0.041799087), (3, 0.041897576), (4, 0.04174793), (5, 0.7909395)]",5
2024-05-29,产品 水果 禁止,"[(0, 0.04188545), (1, 0.04188722), (2, 0.04209852), (3, 0.7902096), (4, 0.041928288), (5, 0.041990973)]",3
2024-06-09,产品 禁止,"[(0, 0.056006514), (1, 0.055793207), (2, 0.05630185), (3, 0.7197043), (4, 0.055892855), (5, 0.05630128)]",3
2024-06-02,皮肤 地下水 雨水,"[(0, 0.79136074), (1, 0.041752435), (2, 0.0417566), (3, 0.0417019), (4, 0.04171766), (5, 0.041710693)]",0
2024-05-29,黑心 商人 肯定,"[(0, 0.04174749), (1, 0.7904826), (2, 0.041771457), (3, 0.042540204), (4, 0.041696582), (5, 0.04176169)]",1
2024-05-29,黑心 商人 出鬼,"[(0, 0.041704606), (1, 0.79129803), (2, 0.04171894), (3, 0.04183472), (4, 0.041704834), (5, 0.041738905)]",1
2024-05-29,亲本 种子 倒卖,"[(0, 0.7911557), (1, 0.041776706), (2, 0.041766893), (3, 0.041767064), (4, 0.041766908), (5, 0.041766755)]",0
2024-05-29,引入 食者 严抓 严判,"[(0, 0.8329376), (1, 0.033412788), (2, 0.033412393), (3, 0.033412524), (4, 0.033412404), (5, 0.03341229)]",0
2024-06-06,漂亮,"[(0, 0.08334325), (1, 0.083343364), (2, 0.083343334), (3, 0.083452374), (4, 0.58307695), (5, 0.08344072)]",4
2024-05-29,抓到 坐牢,"[(0, 0.38838136), (1, 0.38915762), (2, 0.05561525), (3, 0.055615343), (4, 0.055615265), (5, 0.055615164)]",1
2024-05-29,甜蜜 牵手 幸福,"[(0, 0.042095784), (1, 0.041759197), (2, 0.04173108), (3, 0.04172999), (4, 0.7907867), (5, 0.041897252)]",4
2024-05-31,不吃,"[(0, 0.08340034), (1, 0.58173686), (2, 0.08379941), (3, 0.08408136), (4, 0.08336471), (5, 0.08361737)]",1
2024-05-30,看得起 良心,"[(0, 0.055600334), (1, 0.7219911), (2, 0.055603877), (3, 0.055600677), (4, 0.05560341), (5, 0.05560053)]",1
2024-06-04,日料 海料 不行 泡菜 倒闭,"[(0, 0.22641787), (1, 0.6613933), (2, 0.027820004), (3, 0.027862316), (4, 0.028671958), (5, 0.027834566)]",1
2024-05-31,肯定 舍不得,"[(0, 0.055651475), (1, 0.055719193), (2, 0.055657685), (3, 0.72171295), (4, 0.05561984), (5, 0.055638906)]",3
2024-06-02,感觉 好像 提醒 商贩 做生意 方式,"[(0, 0.02386275), (1, 0.023925215), (2, 0.023855438), (3, 0.023927357), (4, 0.023851743), (5, 0.8805775)]",5
2024-06-01,赚钱 财路 杀人 父母,"[(0, 0.033374015), (1, 0.033355348), (2, 0.033439502), (3, 0.03377803), (4, 0.033367004), (5, 0.8326861)]",5
2024-06-01,核子 核子 核子 熟悉,"[(0, 0.033361863), (1, 0.033348255), (2, 0.033348177), (3, 0.033356637), (4, 0.8332208), (5, 0.03336434)]",4
2024-05-31,肯定 流入 利益 良心 社会,"[(0, 0.027834883), (1, 0.8604309), (2, 0.027864756), (3, 0.028055804), (4, 0.027937446), (5, 0.027876234)]",1
2024-05-30,放心 商人,"[(0, 0.055707872), (1, 0.7216918), (2, 0.05567705), (3, 0.055743773), (4, 0.05558884), (5, 0.055590734)]",1
2024-05-29,不吃 海产品,"[(0, 0.055681545), (1, 0.056285165), (2, 0.055887133), (3, 0.72083855), (4, 0.05560784), (5, 0.05569979)]",3
2024-05-29,肯定,"[(0, 0.0834778), (1, 0.08373433), (2, 0.083499104), (3, 0.58249295), (4, 0.08336386), (5, 0.083431944)]",3
2024-05-29,道理,"[(0, 0.08334501), (1, 0.083345145), (2, 0.08376761), (3, 0.0833451), (4, 0.08334508), (5, 0.58285207)]",5
2024-05-30,溯源 视同 贩毒 死刑,"[(0, 0.033379525), (1, 0.8331014), (2, 0.033379775), (3, 0.03337985), (4, 0.033379782), (5, 0.03337971)]",1
2024-05-30,糖果 化妆品 棒子,"[(0, 0.04184837), (1, 0.042321205), (2, 0.7896097), (3, 0.042401083), (4, 0.04195217), (5, 0.04186751)]",2
2024-05-29,不吃,"[(0, 0.08340031), (1, 0.58174795), (2, 0.08379882), (3, 0.08407107), (4, 0.083364695), (5, 0.08361717)]",1
2024-05-29,国家,"[(0, 0.083607994), (1, 0.084513135), (2, 0.083723344), (3, 0.5805589), (4, 0.08386), (5, 0.08373661)]",3
2024-06-08,黑商,"[(0, 0.16209228), (1, 0.17576264), (2, 0.16543145), (3, 0.16676874), (4, 0.16530907), (5, 0.16463582)]",1
2024-05-30,全世界 商人 黑心 商家 放心,"[(0, 0.02788208), (1, 0.66229236), (2, 0.027881967), (3, 0.027913941), (4, 0.027904501), (5, 0.22612515)]",1
2024-05-30,汉奸,"[(0, 0.08336358), (1, 0.08382684), (2, 0.08333837), (3, 0.08333839), (4, 0.5827444), (5, 0.08338839)]",4
2024-05-29,排核 污水,"[(0, 0.05628623), (1, 0.7204954), (2, 0.05605563), (3, 0.055747148), (4, 0.055846497), (5, 0.055569127)]",1
2024-03-12,水军 评论员,"[(0, 0.055578187), (1, 0.055578467), (2, 0.055696227), (3, 0.7219496), (4, 0.05559296), (5, 0.055604562)]",3
2024-03-12,喜欢 误导 不到 点子 文化 水平 心理 点数 不想 点破,"[(0, 0.92389315), (1, 0.015218297), (2, 0.01523619), (3, 0.01521451), (4, 0.015185039), (5, 0.015252874)]",0
2024-03-12,搭理 水军 评论员,"[(0, 0.041702244), (1, 0.041702658), (2, 0.04223799), (3, 0.7909329), (4, 0.04170939), (5, 0.04171484)]",3
2024-03-12,数据 来源,"[(0, 0.055893157), (1, 0.0556954), (2, 0.055730052), (3, 0.05590874), (4, 0.055793192), (5, 0.72097945)]",5
2024-03-12,农产品 顺差,"[(0, 0.055587593), (1, 0.055587977), (2, 0.05573197), (3, 0.055820595), (4, 0.055589095), (5, 0.7216828)]",5
2024-03-12,查查 规模,"[(0, 0.055571105), (1, 0.055651207), (2, 0.72103757), (3, 0.055591553), (4, 0.056531392), (5, 0.05561717)]",2
2024-03-12,文史 資料 轉發,"[(0, 0.04173271), (1, 0.7913349), (2, 0.041733082), (3, 0.041733198), (4, 0.04173309), (5, 0.04173299)]",1
2024-03-13,琉球 魔爪,"[(0, 0.055617128), (1, 0.05561874), (2, 0.3884634), (3, 0.38900322), (4, 0.05568016), (5, 0.05561738)]",3
2024-03-12,日本鬼子,"[(0, 0.083525315), (1, 0.08333969), (2, 0.083592035), (3, 0.5827663), (4, 0.083339654), (5, 0.083436996)]",3
2024-03-13,加盖 认同 敦促 揭开,"[(0, 0.2452168), (1, 0.62108916), (2, 0.03338214), (3, 0.03347766), (4, 0.033411987), (5, 0.033422213)]",1
2024-03-12,废水,"[(0, 0.57987934), (1, 0.084424525), (2, 0.08382681), (3, 0.083787695), (4, 0.08419185), (5, 0.0838898)]",0
2024-03-12,农产品 顺差,"[(0, 0.055587597), (1, 0.05558798), (2, 0.055731107), (3, 0.055826835), (4, 0.0555891), (5, 0.72167736)]",5
2024-03-13,排毒 拒绝 理由,"[(0, 0.04169728), (1, 0.79120684), (2, 0.04188766), (3, 0.0417339), (4, 0.04174917), (5, 0.04172517)]",1
2024-03-13,食品 确实 喜欢,"[(0, 0.7902316), (1, 0.04194324), (2, 0.042205285), (3, 0.04185467), (4, 0.041946847), (5, 0.041818373)]",0
2024-03-13,剧毒 核食 杀人 目的,"[(0, 0.03346683), (1, 0.03387159), (2, 0.03337035), (3, 0.03339638), (4, 0.03346889), (5, 0.83242595)]",5
2024-03-12,尝尝 科学,"[(0, 0.05563618), (1, 0.05575981), (2, 0.05586591), (3, 0.055668484), (4, 0.72131157), (5, 0.055758044)]",4
2024-03-12,日本鬼子,"[(0, 0.08352448), (1, 0.08333969), (2, 0.08358984), (3, 0.58276945), (4, 0.083339654), (5, 0.08343687)]",3
2024-03-12,做梦 本子,"[(0, 0.05560138), (1, 0.7219351), (2, 0.055601772), (3, 0.055658285), (4, 0.05560177), (5, 0.055601694)]",1
2024-03-12,招核 领核,"[(0, 0.07018961), (1, 0.6482533), (2, 0.07038338), (3, 0.07045526), (4, 0.0703752), (5, 0.07034328)]",1
2024-03-12,认同 说法,"[(0, 0.055714253), (1, 0.3680538), (2, 0.055824246), (3, 0.055985343), (4, 0.40871218), (5, 0.055710185)]",4
2024-03-12,认同 接受 原子弹,"[(0, 0.042115927), (1, 0.3554099), (2, 0.47661662), (3, 0.042274058), (4, 0.041770373), (5, 0.041813172)]",2
2024-03-12,留面子 理由,"[(0, 0.055635747), (1, 0.7218483), (2, 0.055670466), (3, 0.05560916), (4, 0.055616938), (5, 0.055619404)]",1
2024-04-24,是用 国货 便宜 稳定,"[(0, 0.8326141), (1, 0.033500724), (2, 0.033486716), (3, 0.03360742), (4, 0.03340336), (5, 0.03338765)]",0
2024-05-24,牌子,"[(0, 0.08392851), (1, 0.08358349), (2, 0.58238405), (3, 0.0833447), (4, 0.083414584), (5, 0.08334466)]",2
2024-05-23,国货 推荐,"[(0, 0.056447644), (1, 0.056237593), (2, 0.055658635), (3, 0.7203851), (4, 0.05562294), (5, 0.05564812)]",3
2024-04-24,护肤品 国产 专利,"[(0, 0.041802224), (1, 0.042703826), (2, 0.789461), (3, 0.041863244), (4, 0.04244502), (5, 0.041724633)]",2
2024-04-24,幸福 事儿,"[(0, 0.7208865), (1, 0.055719137), (2, 0.056103878), (3, 0.05558934), (4, 0.05592282), (5, 0.055778306)]",0
2024-04-24,国产 化妆品 跟买 不错 回购,"[(0, 0.02819593), (1, 0.028075086), (2, 0.0279435), (3, 0.5341303), (4, 0.3537316), (5, 0.027923595)]",3
2024-04-24,相比,"[(0, 0.5824554), (1, 0.083575554), (2, 0.083508424), (3, 0.08350268), (4, 0.08336004), (5, 0.08359792)]",0
2024-04-24,防脱,"[(0, 0.1620257), (1, 0.17567073), (2, 0.16535428), (3, 0.16703956), (4, 0.16536593), (5, 0.16454373)]",1
2024-04-25,头皮 护理液,"[(0, 0.06617932), (1, 0.66830736), (2, 0.06637176), (3, 0.06645064), (4, 0.06635468), (5, 0.06633624)]",1
2024-04-25,品牌,"[(0, 0.083495125), (1, 0.083409935), (2, 0.08381007), (3, 0.5816895), (4, 0.0834677), (5, 0.08412775)]",3
2024-04-25,头皮 护理液,"[(0, 0.06617952), (1, 0.66830635), (2, 0.06637156), (3, 0.06645077), (4, 0.06635491), (5, 0.06633686)]",1
2024-04-24,补充剂 感觉 感觉 骄傲 认同 产品 好像 很傻,"[(0, 0.018565284), (1, 0.01869166), (2, 0.018622065), (3, 0.8158492), (4, 0.018585622), (5, 0.10968618)]",3
2024-04-24,鱼油 后长 脓包 鱼油 不行 体质 适合,"[(0, 0.3947835), (1, 0.020912671), (2, 0.020975), (3, 0.020900292), (4, 0.5215225), (5, 0.020906057)]",4
2024-04-25,客服 鱼油 消痘 肯定 鱼油,"[(0, 0.43397617), (1, 0.027853701), (2, 0.027833777), (3, 0.45468903), (4, 0.02782041), (5, 0.02782686)]",3
2024-04-24,国货 性价比 喜欢 推荐,"[(0, 0.31880963), (1, 0.033800337), (2, 0.033505842), (3, 0.5467005), (4, 0.033428423), (5, 0.03375531)]",3
2024-04-24,鱼油,"[(0, 0.58331734), (1, 0.08333655), (2, 0.083336525), (3, 0.08333653), (4, 0.083336525), (5, 0.083336525)]",0
2024-04-25,行业 太乱,"[(0, 0.055829242), (1, 0.05569618), (2, 0.055919714), (3, 0.05587998), (4, 0.055805176), (5, 0.72086966)]",5
2024-05-24,朋友 公司 高管 年薪 分红 收入 蛮高 护肤品 牌子 创业 年收入 道理 消费水平 物欲 聊到 护肤品 国货 块钱,"[(2, 0.7509408), (5, 0.21368808)]",2
2024-05-24,国货 厉害,"[(0, 0.7205379), (1, 0.055897452), (2, 0.055723928), (3, 0.05574788), (4, 0.055632535), (5, 0.056460343)]",0
2024-04-24,就用 国货,"[(0, 0.056019682), (1, 0.7212929), (2, 0.055651236), (3, 0.055802446), (4, 0.055633064), (5, 0.055600643)]",1
2024-04-24,国产,"[(0, 0.08345595), (1, 0.5817598), (2, 0.08357684), (3, 0.08347265), (4, 0.08433025), (5, 0.0834045)]",1
2024-04-24,跟着 放心,"[(0, 0.055708375), (1, 0.7212212), (2, 0.05564374), (3, 0.055636488), (4, 0.05567043), (5, 0.05611976)]",1
2024-04-24,期待,"[(0, 0.58305717), (1, 0.08340719), (2, 0.08339691), (3, 0.0833947), (4, 0.083402075), (5, 0.08334199)]",0
2024-04-24,跟着 便宜 好用,"[(0, 0.042011093), (1, 0.04216257), (2, 0.5409487), (3, 0.042195216), (4, 0.04182504), (5, 0.2908574)]",2
2024-04-25,国货 用到 天生 皮肤 韭菜,"[(0, 0.58765906), (1, 0.027963521), (2, 0.027922088), (3, 0.027917635), (4, 0.02788619), (5, 0.30065155)]",0
2024-04-25,期待,"[(0, 0.58305746), (1, 0.08340692), (2, 0.083397254), (3, 0.08339448), (4, 0.08340192), (5, 0.083341986)]",0
2024-04-25,吸收 效果 感觉,"[(0, 0.042014673), (1, 0.04170995), (2, 0.7884097), (3, 0.043247923), (4, 0.042000864), (5, 0.042616922)]",2
2024-04-24,冤枉钱,"[(0, 0.08337026), (1, 0.083370686), (2, 0.083370484), (3, 0.58314764), (4, 0.08337049), (5, 0.083370425)]",3
2024-04-24,国人 拯救,"[(0, 0.055594847), (1, 0.72168195), (2, 0.055582825), (3, 0.055677917), (4, 0.055639595), (5, 0.0558229)]",1
2024-04-24,姐姐 牌子 好感 入手 观望 姐姐 麻烦 评价,"[(0, 0.9070406), (1, 0.018542306), (2, 0.01864464), (3, 0.018537367), (4, 0.0185821), (5, 0.018652935)]",0
2024-04-24,小半瓶 神仙 水用 回购 废水 原因 刚用 感觉 毛孔 变小 后续 感觉,"[(0, 0.012915095), (1, 0.012947273), (2, 0.10311777), (3, 0.7481546), (4, 0.109892346), (5, 0.0129729565)]",3
2024-04-24,便宜,"[(0, 0.08423412), (1, 0.08338815), (2, 0.08406249), (3, 0.58152944), (4, 0.08344616), (5, 0.08333965)]",3
2024-05-13,推荐 品牌,"[(0, 0.055712186), (1, 0.05558266), (2, 0.055697583), (3, 0.7215202), (4, 0.05560003), (5, 0.055887338)]",3
2024-05-04,推荐,"[(0, 0.08372857), (1, 0.08335226), (2, 0.083367094), (3, 0.58254254), (4, 0.083356336), (5, 0.08365324)]",3
2024-04-26,神仙 饥饿 柜台 买不到 赚钱 抓好 机会 赚钱 销量 大跌 饥饿 决策 开不 开心,"[(0, 0.011142503), (1, 0.01116965), (2, 0.28911757), (3, 0.011171202), (4, 0.011153891), (5, 0.66624516)]",5
2024-05-24,疫情 提价 我心,"[(0, 0.041725717), (1, 0.04173664), (2, 0.041714426), (3, 0.7910818), (4, 0.04189191), (5, 0.04184953)]",3
2024-04-25,油皮 痘肌 敏感 找到 适合 产品,"[(0, 0.023875661), (1, 0.023895256), (2, 0.02397095), (3, 0.023921909), (4, 0.8804145), (5, 0.023921685)]",4
2024-04-24,关注 养生 换成 中药 护肤品 国网 品牌,"[(0, 0.020960083), (1, 0.020867424), (2, 0.18677212), (3, 0.02107253), (4, 0.020928103), (5, 0.7293997)]",5
2024-04-24,国货 强大 帮忙 代购,"[(0, 0.4856611), (1, 0.033903655), (2, 0.03360457), (3, 0.033555403), (4, 0.37987775), (5, 0.0333975)]",0
2024-05-28,餐桌 废水,"[(0, 0.7211339), (1, 0.055840325), (2, 0.05569593), (3, 0.055755135), (4, 0.055837456), (5, 0.055737223)]",0
2024-05-28,国家 贴标 转来,"[(0, 0.041720793), (1, 0.041839067), (2, 0.041735772), (3, 0.7912137), (4, 0.04175324), (5, 0.04173745)]",3
2024-05-29,关键 经济制裁 国家,"[(0, 0.041733295), (1, 0.04186304), (2, 0.041756105), (3, 0.79099756), (4, 0.041852575), (5, 0.04179738)]",3
