,电影语言,上映时间,电影类型,热门主演,电影导演,电影持续时间,想看人数,总票房（单位万）
10381,1,1,3,0,0,106,122805,62500.0
10383,0,1,4,0,0,80,5535,2408.7
10395,0,0,0,1,1,98,31223,4687.9
10396,0,2,0,0,0,100,148,41.1
10404,0,2,0,0,0,83,9772,200.3
10407,0,0,0,0,0,92,494,11.5
10408,1,1,2,0,0,113,14937,1080.1
10412,1,0,3,0,1,140,104974,139600.0
10416,0,0,0,0,0,85,480,7841.8
10417,0,0,2,0,0,111,291959,43899.99999999999
10425,0,0,2,0,0,100,238568,44200.0
10446,0,2,2,0,0,90,17598,216.8
10448,1,0,0,0,0,94,14613,17100.0
10475,0,0,6,0,0,90,3,58.4
10477,0,2,0,0,0,88,44,13800.0
10493,0,0,2,0,0,124,51068,3611.6
10502,0,2,2,0,0,90,1857,24.5
10504,0,2,4,0,0,83,209,58.9
10510,0,0,3,0,0,85,510,158.3
10517,0,0,3,0,0,123,62,28600.0
10518,1,0,2,0,0,102,11025,3049.4
10521,0,0,0,0,0,88,3212,147.0
10524,0,2,2,1,0,132,167302,69000.0
10548,0,0,6,0,1,94,13713,214.9
10557,0,1,0,0,0,80,4939,431.4
10558,0,0,6,0,0,81,9586,1277.4
10561,0,1,0,0,0,98,22482,5652.2
10572,0,0,0,0,0,86,666,22.3
10585,0,0,7,0,0,136,95630,3611.1
10597,0,0,2,0,0,118,2145,117.3
10600,1,0,2,0,0,105,779,15.4
10609,1,2,3,1,0,142,66461,14300.0
10614,1,0,2,0,0,135,26211,6755.3
10634,0,0,7,0,0,103,50897,937.1
10639,0,0,0,0,0,85,3199,63.0
10645,0,0,4,0,0,78,4554,256.9
10647,0,2,3,0,0,88,5920,207.8
10651,1,0,0,1,0,100,19976,999.0
10657,0,1,3,0,0,109,106222,28300.0
10661,1,1,2,1,0,96,30,7906.4
10662,1,0,2,0,0,95,31672,6872.9
10669,1,1,7,0,0,96,5730,35.5
10679,0,0,2,0,0,110,36486,16600.0
10682,0,0,6,0,0,91,6076,46.6
10683,0,2,9,0,0,173,1214939,402900.0
10685,0,0,7,1,0,102,237,17800.0
10696,0,0,2,0,0,100,97,40.8
10703,0,1,2,0,0,123,4547,3076.4
10715,0,0,2,0,0,104,556,104.3
10717,0,0,0,0,0,103,16229,3077.9
10733,0,0,0,0,0,81,947,781.1
10734,1,1,3,0,0,104,8713,703.6
10739,0,1,0,0,0,94,2195,8.4
10740,0,1,0,0,0,106,4431,130.9
10754,1,0,4,0,0,106,3608,561.2
10781,0,0,2,0,0,93,7,31.7
10787,1,0,7,0,0,90,11245,962.9
10796,0,2,4,0,0,90,13393,605.6
10802,0,1,7,1,0,103,248635,7647.2
10806,0,0,0,0,0,96,8359,115.5
10809,1,0,3,1,0,112,11177,34200.0
10815,0,1,2,0,0,97,263435,5010.1
10820,0,1,2,0,0,93,89,43.4
10822,1,0,4,0,0,105,5277,13700.0
10825,1,2,4,0,0,108,16,6485.0
10833,1,1,3,0,0,102,118066,66900.0
10840,0,0,0,0,0,90,140,5.2
10842,1,0,2,0,0,112,11738,655.7
10845,0,0,0,0,0,103,1107,117.0
10859,1,0,0,0,0,108,7819,158.5
10869,1,0,0,1,0,95,13958,2565.2
10874,0,2,2,0,0,88,13109,331.5
10883,1,0,2,0,0,96,3213,169.5
10889,1,0,3,1,0,123,432611,103500.0
10904,0,0,0,0,0,92,78639,711.2
10906,0,2,2,0,0,95,87,236.7
10914,1,2,0,1,0,79,50214,3570.8
10922,0,2,2,0,0,105,1256,2.5
10923,0,0,0,0,0,80,4095,26.1
10924,0,2,2,0,0,104,1051,23.0
10932,1,0,9,0,0,126,7307,24900.000000000004
10952,1,2,3,1,1,145,92211,76100.0
10956,0,1,4,0,0,90,1689,1.7
10971,0,2,0,0,0,105,1893,25.9
10979,0,0,0,0,0,87,5002,235.6
10982,0,0,3,1,0,90,35108,1761.6
10983,0,1,0,0,0,117,6756,11900.0
10985,0,2,2,0,0,97,574,126.1
10986,0,2,0,0,0,92,67713,5816.2
10989,0,0,2,0,0,101,3612,48.4
10995,0,1,2,0,0,131,49877,6348.8
10997,1,0,2,0,0,121,28200,2261.0
10999,0,0,2,0,0,106,50479,2068.3
11000,0,1,2,0,0,97,2153,4.4
11004,0,1,0,0,0,94,3949,206.7
11006,0,0,0,0,0,94,331,239.7
11010,1,1,2,0,0,120,6,6200.0
11011,0,1,0,1,1,125,379716,13500.0
11014,0,1,7,0,0,115,642546,50500.0
11015,1,1,3,1,0,148,242120,124500.0
11031,0,1,2,0,0,110,25351,691.4
11032,0,0,2,0,0,112,27260,2820.2
11034,0,1,2,0,0,97,31,11.9
11042,1,0,0,0,0,157,4,9400.0
11044,0,0,3,0,0,86,12131,154.9
11045,0,0,4,0,0,103,91202,40400.0
11046,0,2,6,0,0,90,1200,36.2
11047,1,1,3,1,0,137,160306,40900.0
11050,1,0,3,1,1,137,215904,14300.0
11051,0,0,2,0,0,100,573,26.7
11052,0,0,0,0,0,94,50017,3479.4
11053,0,0,0,0,0,90,4207,200.5
11054,0,0,2,0,0,109,7305,31.1
11067,1,1,0,0,0,117,956,20.0
11076,0,0,0,0,0,81,3948,114.5
11081,0,0,2,0,0,90,790,0.6217
11083,0,0,0,0,0,101,320,9.7
11104,0,0,2,0,0,96,264,79.4
11105,1,0,2,0,0,107,19430,2241.8
11115,0,1,2,0,0,106,2723,99.8
11128,0,0,2,0,0,119,69167,2740.6
11137,0,2,0,0,0,82,73789,3434.4
11141,0,0,2,1,0,132,78861,13700.0
11142,0,2,0,1,0,113,13422,306.4
11144,1,2,9,0,0,93,18930,1599.9
11148,0,1,4,0,0,100,95461,14600.0
11154,0,0,0,0,0,100,62019,14500.0
11170,0,0,2,0,0,120,18506,5129.8
11171,1,0,0,0,0,101,13102,3641.3
11172,0,2,2,1,0,71,7347,121.7
11183,1,1,2,0,0,109,5454,137.4
11185,0,0,4,0,0,93,8463,86.7
11193,0,0,2,0,0,104,180,0.3224
11196,1,1,0,1,0,106,31,7483.9
11203,0,0,0,0,0,89,3160,90.2
11204,0,1,0,0,0,108,2748,12.5
11207,0,0,2,0,0,112,15454,54000.0
11212,0,0,4,0,0,91,380,12.4
11216,0,0,7,0,0,102,275181,33400.0
11220,0,0,2,0,0,98,2023,20.7
11231,1,0,3,0,0,116,136,3332.6
11232,0,0,2,0,0,113,186,105.3
11236,0,1,0,0,0,87,2424,1419.9
11254,0,0,2,0,0,96,459,27.0
11258,0,0,2,0,0,123,13773,5585.1
11262,0,0,2,0,0,90,16244,1210.2
11284,0,1,2,0,0,98,274825,33600.0
11289,1,0,3,0,0,99,21386,1554.2
11290,0,1,6,0,1,90,3987,236.3
11299,0,1,8,0,0,92,5484,1003.6
11304,1,0,0,0,0,103,38378,13500.0
11305,0,1,2,0,0,109,9070,243.3
11308,1,0,3,0,0,100,7,4.1
11309,0,0,2,0,1,151,6830,221.1
11316,1,0,3,1,0,149,1146071,239000.0
11319,1,0,3,1,0,130,218426,74300.0
11335,0,1,2,0,0,98,16981,133.5
11340,1,0,0,1,0,110,133340,12700.0
11350,0,0,2,0,0,96,92185,16100.0
11355,0,1,3,0,0,110,20084,7846.9
11359,1,0,2,0,0,120,20264,440.8
11363,1,0,2,1,0,110,6436,99.7
11375,1,0,4,1,0,81,51,535.0
11376,1,0,3,1,0,136,62,46399.99999999999
11378,0,0,4,0,0,113,163719,60400.0
11386,0,0,2,0,0,90,74,2.4
11387,0,0,0,0,0,86,8150,159.6
11388,0,0,4,0,0,106,69978,987.0
11398,0,0,2,0,0,90,38923,1022.7
11399,0,1,2,0,0,96,36199,1657.0
11412,0,0,8,0,0,126,91927,6849.9
11418,1,2,3,0,1,187,45,10200.0
11424,0,0,6,1,0,103,71410,8829.9
11428,0,0,2,0,0,92,297,5.5
11437,1,0,2,0,0,87,15542,10100.0
11439,1,0,0,1,0,91,11677,4412.6
11450,0,1,2,0,0,113,5697,10000.0
11463,0,2,0,0,0,99,12600,5079.4
11468,0,1,2,0,0,100,1036,151.0
11473,1,0,9,0,0,132,325416,93699.99999999999
11479,0,0,2,0,0,109,355,419.9
11487,0,1,7,0,0,92,1157,3.5
11501,1,0,0,1,0,112,43219,3103.5
11504,0,0,7,0,0,82,956,74.4
11511,0,0,4,0,0,88,2037,107.4
11516,1,1,0,1,0,85,23945,1536.6
11521,0,1,4,0,0,115,171988,37500.0
11524,0,0,0,0,0,95,222,88.6
11529,0,1,0,0,0,91,231156,38400.0
11531,0,2,2,0,0,93,140,25.9
11532,0,0,2,0,0,105,4635,37.7
11533,0,1,7,0,0,94,14,7.1
11547,0,0,4,0,0,106,42431,1068.4
11557,0,0,0,1,0,100,1425,117.7
11558,0,1,2,0,0,90,438,22.7
11569,0,0,2,0,0,96,506,691.1
11570,0,2,2,0,0,88,257,4.9
11573,1,1,7,0,1,97,17885,7544.7
11574,0,0,0,1,0,100,4161,82.7
11583,0,1,3,1,0,100,59164,1877.7
11590,0,1,2,0,0,90,1,1.1
11593,0,1,0,0,0,120,164442,170599.99999999997
11599,0,0,0,0,0,92,816,1640.6
11604,0,0,0,0,0,78,7026,112.3
11615,0,0,2,0,0,95,58,23.2
11618,1,0,0,0,0,80,7,2000.0
11621,1,0,3,0,0,127,149017,35500.0
11622,0,2,4,0,0,88,1217,27.7
11623,0,2,2,0,0,87,196,0.5178
11626,0,0,0,0,0,86,2183,1.8
11628,0,2,0,0,0,106,221,0.2895
11632,0,0,7,0,0,90,13358,171.8
11635,0,0,2,0,0,180,41383,4522.8
11636,0,0,0,1,0,92,197274,3284.2
11639,0,1,3,0,0,132,358309,60600.0
11640,0,0,4,0,0,100,15554,370.0
11649,0,0,4,1,0,120,48,9700.0
11654,0,1,7,1,0,90,12869,1104.2
11657,0,0,4,0,0,102,5790,184.3
11661,0,2,3,0,0,109,32176,5710.6
11662,0,0,2,0,0,85,2084,7.2
11665,1,0,4,0,1,97,22195,4352.5
11670,0,0,4,0,0,87,381,7.2
11675,0,1,2,0,0,93,13644,75.1
11677,0,0,3,1,1,158,5049,58400.0
11680,0,2,6,0,0,90,35,31.8
11686,1,0,3,0,0,125,347486,27200.0
11688,0,2,0,0,0,99,92875,28700.0
11702,0,0,2,0,0,97,156,51.0
11703,0,0,3,0,0,96,4813,582.7
11704,0,0,2,1,0,87,10550,31.9
11706,0,1,4,0,0,77,9052,2454.4
11710,0,1,4,0,0,87,111,9.6
11718,0,0,2,0,0,98,26101,1730.2
11719,1,0,0,1,0,98,5535,124.2
11721,0,0,3,0,0,108,292435,29400.0
11739,0,2,4,0,0,100,241535,75600.0
11743,0,0,5,0,0,90,20134,192.1
11746,1,0,4,0,0,101,15973,24200.0
11752,0,1,4,1,0,88,128527,23700.0
11763,0,0,2,0,0,98,310,3299.6
11764,1,1,2,0,0,142,77,17400.0
11771,0,2,7,0,0,89,977,30.1
11781,1,2,2,0,0,150,46908,74700.0
11785,1,2,0,0,0,91,9808,237.4
11787,0,0,5,0,0,111,32596,1889.9
11796,0,2,5,0,0,112,430445,91900.0
11797,1,0,3,1,1,108,18581,363.2
11801,0,1,5,0,0,111,64677,6993.9
11819,0,1,0,0,0,90,3714,12.6
11824,0,0,2,0,0,90,11,0.009
11831,0,0,2,0,1,91,105,88.4
11836,0,0,0,0,0,78,1747,7.6
11838,1,0,4,0,0,93,16586,626.5
11850,0,0,2,1,0,101,63864,8084.5
11854,0,2,2,0,0,123,58366,69900.0
11855,0,1,0,0,0,101,2,0.5097
11858,0,0,0,0,0,124,1032,487.9
11862,0,0,7,0,0,90,20418,1953.0
11865,0,0,3,1,0,100,211,22999.999999999996
11867,0,0,3,1,0,97,153715,0.1526
11882,1,0,4,0,0,112,3607,374.6
11894,0,0,5,0,0,103,41815,1159.2
11900,0,0,2,0,0,96,8133,398.7
11901,1,1,2,1,0,104,89765,5137.5
11909,0,1,4,1,0,98,12353,28300.0
11912,0,0,2,0,0,95,936,299.9
11918,0,2,0,1,0,110,297771,15400.0
11920,0,0,2,0,0,99,256,0.863
11930,0,1,4,0,0,85,27728,3611.6
11938,0,0,7,1,0,96,101849,2367.8
11942,0,1,2,0,0,89,251,62.4
11948,0,0,2,0,0,113,241,0.0266
11976,0,0,4,0,0,101,3610,311.1
11985,0,0,0,0,0,109,15524,747.1
11986,1,0,3,1,0,115,64511,8622.9
11991,0,2,2,0,0,98,16406,418.4
11993,0,2,2,0,0,90,711,1.7
12000,0,0,4,0,0,134,54553,35800.0
12005,1,1,0,0,0,90,5,1250.0
12010,0,0,0,0,0,82,8512,323.5
12011,0,0,2,1,0,93,2449,43.7
12015,0,1,1,0,0,98,27342,3149.7
12028,1,2,0,0,0,86,8181,3622.2
12033,1,0,0,1,0,94,4794,40.8
12042,0,0,2,0,0,105,1029,26.3
12050,0,0,2,0,0,97,31951,22200.000000000004
12053,1,1,3,0,0,105,11187,141.7
12057,0,2,0,0,0,91,2266,99.9
12059,0,1,4,0,0,122,822069,310300.0
12060,0,0,4,0,0,87,1749,12.7
12061,0,0,2,0,0,86,59352,456.7
12064,1,1,9,1,1,127,9138,34900.0
12067,0,2,3,0,0,97,2273,7.0
12077,0,2,4,0,0,100,10231,2752.6
12080,1,0,3,1,0,120,176293,69000.0
12092,0,0,0,0,0,95,28931,264.7
12095,0,0,2,0,0,122,906,9.9
12098,0,2,4,0,0,140,203019,48200.0
12099,0,0,0,0,0,90,22787,148.3
12104,0,0,6,0,0,90,8057,928.1
12105,0,2,2,0,0,102,77,538.3
12133,0,1,4,0,0,86,1398,3.9
12135,0,0,2,1,0,106,65018,19500.0
12142,0,2,0,0,0,102,1000,387.1
12152,0,1,4,0,0,98,6648,321.2
12157,0,0,7,0,0,103,12096,1300.1
12164,0,0,2,0,0,91,14,128.3
12184,0,1,6,0,0,87,7366,21.8
12185,0,0,2,0,0,97,132,0.0716
12190,0,2,2,0,0,132,56,63600.0
12191,0,0,3,0,0,110,25040,1273.1
12192,0,0,2,0,0,86,896,23.7
12197,0,0,0,0,0,87,1271,41.2
12198,0,0,4,0,0,82,2687,20.7
12200,1,0,2,0,0,121,25374,2393.3
12202,0,0,2,0,0,90,1678,65.1
12232,1,2,2,0,0,104,2491,225.5
12235,1,0,9,0,0,124,3914,14800.0
12239,1,0,4,1,0,106,73926,10000.0
12246,1,1,0,1,0,99,25201,1994.1
12257,0,0,2,0,0,93,6576,1032.1
12258,0,0,6,0,0,103,4850,1278.0
12261,1,1,2,0,0,90,0,499.5
12265,1,0,4,1,0,101,58789,38700.0
12267,0,0,2,0,0,97,28251,2176.0
12269,0,1,2,0,0,95,2692,24.0
12284,1,0,2,0,0,96,21258,6215.0
12285,0,0,2,1,0,137,265662,10000.0
12303,0,0,4,0,0,90,50466,6184.7
12305,1,1,3,0,0,114,307488,40900.0
12306,0,0,7,0,0,107,58338,1604.5
12311,0,0,2,0,0,94,2788,71.0
12312,0,0,3,0,0,129,25737,6513.0
12321,1,1,0,0,0,100,1,87.3
12322,1,2,3,0,0,92,22,1750.0
12324,1,2,7,0,0,119,3136,238.0
12331,1,0,2,0,0,125,25319,1433.7
12336,0,1,4,0,0,93,47330,6879.1
12342,0,0,6,1,0,99,5598,191.4
12344,0,2,2,0,0,85,5,3.3
12346,1,2,0,0,0,102,8805,502.2
12349,0,1,2,0,0,134,17,5000.0
12351,0,0,2,0,0,96,80,103.2
12367,0,0,3,0,0,94,17563,202.9
12372,0,1,2,0,0,95,2241,23.6
12378,0,0,4,0,0,90,2785,22.0
12380,0,0,2,0,0,94,38562,528.2
12385,0,1,7,0,0,127,30991,5196.7
12394,1,2,0,1,1,111,70,937.9
12401,0,0,4,0,0,99,34012,1783.6
12402,0,0,4,0,0,78,1874,27.6
12408,0,2,3,0,0,90,2007,24.1
12411,0,0,7,0,1,124,5,1994.6
12429,0,2,4,1,0,99,6545,493.2
12439,0,0,4,0,0,93,1122,15.7
12442,0,1,2,0,0,116,13546,29600.0
12448,0,1,3,0,0,113,1848,15.1
12453,0,1,2,0,0,95,1403,11.0
12455,1,0,2,0,1,124,20224,1115.7
12462,1,0,2,0,0,98,1390,35.6
12469,0,0,2,0,0,96,708,44.2
12482,0,0,2,0,0,92,72402,1790.6
12483,1,0,3,0,0,123,11,2500.0
12492,0,0,7,0,0,90,296,0.3149
12496,0,1,4,0,0,94,24267,45.4
12498,0,1,2,0,0,107,871,75.9
12503,1,2,4,1,0,118,3977,550.1
12510,0,0,0,0,0,87,1318,3.0
12512,1,0,3,0,0,105,28396,123000.0
12513,0,0,3,1,0,117,110252,1557.8
12514,0,0,0,1,0,98,35010,5148.3
12518,0,2,4,1,0,96,11444,5938.3
12526,0,1,2,0,0,92,2452,0.4879
12536,0,1,0,0,0,92,2815,214.5
12543,0,2,2,0,0,96,50,0.012
12546,0,0,4,0,0,81,14673,4675.0
12547,0,0,2,0,0,108,21731,70.3
12556,0,0,0,0,0,75,5320,285.6
12557,0,0,3,0,1,102,25662,1797.8
12560,0,2,4,0,0,85,4596,798.0
12562,0,0,2,0,0,91,1176,1469.9
12571,0,1,0,0,0,90,3277,85.2
12572,0,0,4,0,1,93,287204,36500.0
12596,0,1,2,0,0,91,455,32.9
12597,1,0,2,1,1,137,34974,29400.0
12606,0,1,7,0,0,92,47038,1489.0
12619,0,1,2,0,0,94,243,106.4
12622,1,0,4,1,0,90,31111,5357.6
12640,0,2,4,0,0,90,11985,2226.7
12660,1,2,6,0,0,99,24196,23199.999999999996
12669,0,0,1,0,0,117,109178,5265.7
12673,0,1,0,0,0,95,3363,839.1
12675,0,2,2,0,0,110,185,7646.1
12676,0,0,4,0,0,91,110683,9176.1
12678,0,1,2,0,0,117,164738,310000.0
12679,0,2,2,0,0,96,273,10.2
12684,1,1,2,0,1,94,26482,1973.9
12685,0,0,3,0,0,85,21192,107.0
12693,0,0,2,0,0,125,559664,110400.0
12694,0,0,4,0,0,97,2125,837.8
12697,1,1,4,0,0,114,8676,414.8
12702,0,1,2,0,0,133,9599,10900.000000000002
12706,0,1,4,0,0,90,4154,360.1
12717,0,0,2,0,0,116,2402,32.7
12726,0,1,0,0,0,75,47522,282.7
12732,0,1,2,0,0,96,1237,14.8
12751,0,2,2,0,0,98,4373,74.4
12752,0,1,0,0,0,79,14062,1002.3
12776,0,0,2,0,0,117,56937,45900.0
12793,1,2,4,1,0,102,11611,29800.0
12797,0,2,4,0,0,108,294938,68300.0
12798,0,0,2,0,0,125,92462,2150.3
12799,1,1,3,0,0,123,54013,3514.3
12806,1,0,3,1,0,181,1849927,425000.0
12810,0,0,7,0,0,119,93838,3807.6
12813,0,0,1,0,0,135,49986,1347.7
12816,0,0,0,0,0,90,26297,804.3
12827,0,0,0,1,1,94,62989,2316.3
12830,0,1,2,0,0,101,5017,32.9
12836,0,2,0,1,0,93,11906,463.7
12842,1,0,2,0,0,94,1396,13.5
12860,0,0,0,0,0,90,11570,226.7
12861,1,0,2,0,0,125,61601,14300.0
12867,0,0,2,0,0,95,83628,12700.0
12868,0,2,2,0,0,104,65386,12300.0
12870,0,1,2,0,0,115,1105,21.7
12873,1,0,3,1,0,116,26823,2872.5
12878,0,1,0,0,0,104,96430,2992.5
12880,0,0,2,0,0,99,12793,1014.6
12891,0,0,2,0,0,92,484,0.9401
12896,1,0,5,1,0,96,97289,1396.1
12901,1,0,0,1,0,165,2133,1787.6
12904,1,0,2,0,0,132,33947,21000.0
12905,0,0,7,0,0,90,1350,15.0
12907,1,1,3,1,0,136,1349,31400.0
12925,0,1,0,0,0,120,974,2641.9
12926,1,2,4,0,0,102,14152,10300.0
12928,0,0,4,0,0,82,14287,454.4
12931,0,2,2,0,0,108,359,6.9
12938,0,0,2,0,0,119,27794,386.9
12941,0,0,2,0,0,86,1060,75.7
12950,0,2,7,0,0,115,1470176,82200.00000000001
12953,0,0,7,0,0,102,852,29.0
12964,0,1,2,0,0,104,1281,1161.1
12967,1,0,4,1,0,107,2599,95.9
12972,0,1,0,0,0,80,6280,4.8
12982,1,0,9,0,0,108,45633,2139.9
12988,0,0,7,0,0,135,1056690,155800.0
13000,0,0,7,0,0,132,4803,57.1
13001,1,0,3,1,1,132,106968,29400.0
13007,0,0,0,0,0,108,4863,790.4
13009,0,0,0,0,0,89,12323,51.4
13015,1,1,4,1,0,88,759,44700.0
13021,0,0,4,0,0,96,20704,390.9
13026,0,0,2,0,0,89,143,1058.2
13029,0,0,0,0,0,94,10802,2013.2
13035,1,0,1,0,1,133,130686,59000.0
13059,0,0,2,0,0,110,3798,436.6
13062,0,0,2,0,0,87,1068,1.4
13066,0,0,2,0,0,120,72956,4851.2
13076,1,0,2,0,0,130,44452,27100.0
13077,0,2,0,0,0,90,3659,2085.4
13080,0,1,2,0,0,98,1132,222.0
13081,0,2,2,0,0,92,171,0.8204
13084,0,0,4,0,0,84,12166,502.0
13106,1,0,2,0,0,113,24500,13500.0
13123,0,1,2,0,0,122,146911,1616.1
13124,0,1,2,0,0,110,179848,67600.0
13129,0,0,2,0,0,103,33270,3978.5
13144,0,1,0,0,0,90,1021,30.1
13148,0,1,2,1,0,106,132552,2667.4
13150,1,0,3,1,0,136,24,3300.0
13155,1,2,2,1,0,123,58811,9069.5
13156,1,0,2,0,0,110,3432,290.6
13162,1,1,3,1,0,119,319327,83100.0
13164,0,0,3,0,0,91,54900,0.4365
13165,0,0,4,0,0,86,16799,381.1
13166,0,2,7,0,0,111,34803,18800.0
13171,1,1,3,0,0,123,479894,146800.0
13173,0,0,2,0,0,100,262,17.9
13183,1,1,0,1,0,104,122916,10300.0
13184,0,0,6,0,0,89,17851,3872.5
13185,0,1,0,0,0,101,14885,1265.2
13192,0,0,7,0,0,92,10353,405.1
13198,0,2,2,0,0,106,678003,137900.0
13199,0,0,3,0,0,96,9979,152.4
13200,0,0,7,0,0,89,1,0.9493
13203,0,0,2,0,0,90,614,0.0429
13214,0,0,2,0,0,113,5726,21.9
13215,0,1,4,0,0,90,101609,8102.0
13219,0,2,0,0,0,82,2,109.8
13229,1,1,2,1,0,125,22703,1999.7
13230,0,1,0,0,0,168,335614,182399.99999999997
13241,0,1,3,1,0,88,72910,10000.0
13262,0,0,2,0,0,94,709,6.4
13264,0,1,0,0,0,92,11188,787.1
13266,1,0,3,1,0,132,406056,86800.0
13271,0,0,1,0,0,89,3948,159.8
13273,1,0,7,1,0,106,277114,57500.0
13275,0,1,0,0,0,93,9630,708.2
13278,0,0,2,0,0,90,3164,9.0
13281,0,1,0,0,0,87,5,204.5
13285,1,1,0,1,0,117,5,2150.0
13286,0,1,2,0,0,121,11218,101.9
13287,0,0,2,0,1,138,185572,48200.0
13290,1,0,2,0,0,125,5423,3731.6
13291,0,1,4,0,0,116,38987,10100.0
13296,1,0,4,1,0,111,72,2223.0
13302,1,1,4,0,0,102,44252,40199.99999999999
13308,1,0,4,1,0,105,3336,497.9
13312,0,1,0,0,0,103,119679,11399.999999999998
13314,0,0,2,0,0,90,109,8.3
13318,0,0,7,0,0,96,267,125.6
13328,0,0,2,0,0,120,15024,2717.1
13338,0,2,4,0,0,92,91834,71700.0
13348,0,0,0,0,0,100,42061,2781.9
13350,0,0,2,0,0,102,5833,22.3
13353,0,0,0,1,0,90,2268,15.8
13370,1,0,3,1,0,117,265588,67000.0
13392,1,2,4,0,0,96,25277,3644.8
13393,0,0,4,1,0,113,29788,19800.0
13406,1,0,5,0,0,115,248677,38600.0
13408,0,0,0,0,0,84,3228,1569.1
13412,0,0,6,0,0,85,972,268.3
13414,0,0,3,1,0,101,145461,3293.8
13417,0,0,4,1,0,100,364346,118400.0
13418,0,0,2,0,0,97,244,82.5
13429,1,1,0,0,0,85,3175,95.7
13441,0,0,2,0,0,112,4574,36.7
13445,0,0,0,0,0,88,2963,204.2
13446,0,1,0,0,0,94,2381,18.6
13447,0,2,7,0,0,90,188,27.6
13449,0,1,5,0,0,100,2199,263.1
13458,1,0,3,0,1,115,57070,16600.0
13469,0,1,3,0,0,98,126498,1255.8
13474,0,2,0,0,0,84,56283,3466.5
13480,1,1,2,0,0,110,4182,98.5
13484,1,1,0,0,0,89,9104,1638.3
13489,0,0,3,0,0,95,27666,9566.0
13500,0,1,0,1,0,105,229822,57300.0
13507,0,1,2,0,0,96,294,130.0
13511,0,1,2,0,0,101,38,9.9
13513,1,1,2,1,0,111,59726,13100.0
13516,1,1,2,0,0,73,7747,32.7
13518,0,0,0,0,0,96,335964,6220.5
13538,0,1,4,0,0,90,0,2190.3
13542,0,0,6,0,0,86,5361,208.0
13548,0,0,3,0,0,97,304,26.6
13555,0,0,2,0,0,97,3170,193.2
13570,1,2,0,0,0,129,144002,27800.0
13583,0,0,4,0,0,90,317,36.5
13584,1,0,7,0,0,94,1,3.4
13585,0,1,2,1,0,98,126530,21900.0
13599,1,0,2,0,0,141,26749,7683.8
13619,0,0,2,0,1,93,5,2580.5
13621,0,2,0,0,0,79,1344,5173.5
13625,0,2,4,0,0,104,2856,3.8
13651,0,0,8,1,0,95,107395,20800.0
13655,0,0,6,0,0,89,2667,470.4
13663,1,0,4,1,0,104,204361,86000.0
13671,0,2,2,0,0,80,7550,1357.3
13704,0,0,4,0,0,100,4384,450.8
13715,0,0,0,0,0,88,260,24.3
13729,0,0,2,0,0,88,804,1.9
13736,0,2,4,0,0,92,7035,1073.1
13737,1,0,3,0,0,120,17547,10300.0
13748,0,0,7,0,0,95,9,697.4
13762,0,1,6,0,0,86,7974,148.0
13780,0,2,7,0,0,114,42376,23400.0
13782,1,0,2,0,0,115,27425,447.1
13784,0,1,0,0,0,99,35584,17000.0
13803,0,0,0,0,0,94,6677,257.2
13805,0,2,4,0,0,77,7440,262.5
13808,1,2,0,1,0,116,105401,42699.99999999999
13810,1,1,3,1,0,130,21167,41300.0
13813,0,0,2,0,0,90,2,1273.1
13820,0,1,0,1,0,99,15520,3039.4
13825,0,0,2,1,0,108,15666,79400.0
13826,1,2,2,1,0,143,8652,37600.0
13834,0,1,0,0,0,90,344,178.6
13846,0,0,2,0,0,106,16341,421.0
13853,1,2,0,1,0,90,5681,657.8
13855,0,0,0,0,1,130,143238,15800.0
13861,1,0,1,0,0,83,14155,1549.5
13866,0,2,0,0,0,94,3556,166.5
13881,0,0,1,0,0,93,4024,194.6
13901,1,1,8,0,0,115,9359,706.9
13909,0,0,4,0,0,81,112166,8277.6
13912,1,2,4,0,0,97,36096,32200.0
13918,0,0,2,1,0,128,561224,85000.0
13927,0,0,0,0,0,90,1,4.6
13932,0,0,0,0,0,94,7534,320.6
13934,0,2,4,0,0,110,370906,39300.0
13935,0,0,0,0,0,102,26498,770.6
13948,1,0,2,0,0,142,414474,74000.0
13949,0,2,8,0,0,115,9602,1694.8
13954,1,0,2,0,0,171,8274,1.6
13956,0,0,3,0,0,118,20561,2450.6
13964,0,1,4,0,0,90,27716,1729.8
13966,0,2,0,1,0,77,9279,2782.2
13968,0,0,2,0,0,133,72687,18700.0
13971,1,1,2,1,0,99,18187,3317.8
13975,0,2,1,0,0,0,0,9.0
13980,0,0,2,0,0,88,34,1.3
13982,1,1,0,0,0,141,2889,40.2
13989,0,0,2,0,0,100,533,61.6
13990,1,0,3,0,0,92,3961,192.9
13993,0,1,4,0,0,98,2535,241.3
13995,0,0,0,0,0,108,35570,1999.5
13996,0,2,7,0,0,97,92415,5536.1
13997,0,0,2,0,0,96,4149,133.9
14001,0,0,2,0,0,90,777,52.6
14020,1,0,2,0,0,114,73512,6608.0
14021,0,0,4,0,0,92,4955,6.0
14067,1,0,1,0,1,123,2154,22300.0
14097,0,0,0,0,0,80,976,5678.6
14100,1,0,0,0,0,102,5282,4991.6
14104,0,1,2,0,0,94,2742,1104.5
14117,1,1,4,1,0,105,421,662.7
14148,0,0,2,0,0,91,3362,52.3
14168,0,0,2,0,0,90,335,115.6
14169,1,0,3,0,0,130,5912,16400.0
