查找条件,发文用户,发文id,发文链接,发文时间,转发,点赞,评论,媒体资源图片,媒体资源视频,含有hashtags,全文,clearn_comment,scores,compound,Negtive,Postive,Neutral,comp_score,entropy_values,主题概率,主题类型
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1575934143854059521,https://twitter.com/13298072/status/1575934143854059521,Fri Sep 30 19:42:33 +0000 2022,281,10381,1759,,,,AI Day 2022 streaming live at 6:15pm PT →,ai day streaming live pm pt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.023922909), (1, 0.023955083), (2, 0.024045268), (3, 0.023874626), (4, 0.880329), (5, 0.023873156)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1571037989282906112,https://twitter.com/13298072/status/1571037989282906112,Sat Sep 17 07:26:59 +0000 2022,193,16731,1491,https://pbs.twimg.com/media/Fc1yuMvWIAENsT0.jpg,,,"10,000 Model Ys built at Giga Texas to date ",model y built giga texas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.02790312), (1, 0.028088585), (2, 0.027819743), (3, 0.028102566), (4, 0.027798986), (5, 0.86028695)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1570840130017177603,https://twitter.com/13298072/status/1570840130017177603,Fri Sep 16 18:20:46 +0000 2022,100,9131,784,,https://twitter.com/Tesla/status/1570840130017177603/video/1,,Blind spot camera position now adjustable ,blind spot camera position adjustable,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.403,0.0,0.597,neg,2.321928094887362,"[(0, 0.8603113), (1, 0.02806766), (2, 0.027988398), (3, 0.027877469), (4, 0.027782267), (5, 0.027972862)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1569759088627818496,https://twitter.com/13298072/status/1569759088627818496,Tue Sep 13 18:45:06 +0000 2022,37,6577,420,,,,"So fresh, so clean 🧼",fresh clean,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",0.6124,0.0,1.0,0.0,pos,1.0,"[(0, 0.055561878), (1, 0.055562776), (2, 0.05556172), (3, 0.7208717), (4, 0.05667354), (5, 0.055768378)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1568607630662467600,https://twitter.com/13298072/status/1568607630662467600,Sat Sep 10 14:29:37 +0000 2022,75,6683,610,https://pbs.twimg.com/media/FcTQUxkXkAIpLp8.jpg,,,First Model Y deliveries in Japan 🇯🇵 ,model delivery japan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041887615), (1, 0.45439032), (2, 0.3780128), (3, 0.041883748), (4, 0.041765627), (5, 0.042059857)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1567461724751626241,https://twitter.com/13298072/status/1567461724751626241,Wed Sep 07 10:36:11 +0000 2022,460,36183,4707,,,,Tesla Model Y receives highest safety score of any vehicle ever tested ,tesla model receives safety score vehicle tested,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,0.0,0.318,0.682,pos,2.807354922057604,"[(0, 0.021064717), (1, 0.8951711), (2, 0.020926574), (3, 0.020958737), (4, 0.020916425), (5, 0.020962397)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1567271770016587779,https://twitter.com/13298072/status/1567271770016587779,Tue Sep 06 22:01:23 +0000 2022,109,16087,1354,,,,Enter your destination &amp; your Tesla will automatically include Supercharging stops in your route,enter destination amp tesla automatically supercharging stop route,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",-0.296,0.239,0.0,0.761,neg,3.0,"[(0, 0.01863245), (1, 0.018797345), (2, 0.01870864), (3, 0.018552171), (4, 0.018607313), (5, 0.9067021)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1564664691846160385,https://twitter.com/13298072/status/1564664691846160385,Tue Aug 30 17:21:47 +0000 2022,352,52723,4200,https://pbs.twimg.com/media/FbbOPG-XgAAfP_y.jpg | https://pbs.twimg.com/media/FbbOPG7WQAIbVfE.jpg | https://pbs.twimg.com/media/FbbOPHPWYAI_IF_.jpg | https://pbs.twimg.com/media/FbbOPG-WIAABdUx.jpg,,,Extreme heat and durability testing in Dubai 🐫 ,extreme heat durability testing dubai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.028247925), (1, 0.027782941), (2, 0.8603618), (3, 0.02789237), (4, 0.027782943), (5, 0.027932018)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1561972938278060032,https://twitter.com/13298072/status/1561972938278060032,Tue Aug 23 07:05:43 +0000 2022,319,21699,2720,https://pbs.twimg.com/media/Fa0-G4lXkAAZkyb.jpg,,,AI Day 2022 on Sept 30 🤖 ,ai day sept,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.042974055), (1, 0.042561263), (2, 0.04184644), (3, 0.042424284), (4, 0.042804796), (5, 0.78738916)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1559985696550551554,https://twitter.com/13298072/status/1559985696550551554,Wed Aug 17 21:21:36 +0000 2022,216,6216,739,,,,@business This Bloomberg article is false. David Searle has not left Tesla.,bloomberg article false david searle left tesla,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.020856863), (1, 0.8956597), (2, 0.020875411), (3, 0.020851688), (4, 0.020885697), (5, 0.020870687)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1559556904711557122,https://twitter.com/13298072/status/1559556904711557122,Tue Aug 16 15:05:15 +0000 2022,201,35671,2697,https://pbs.twimg.com/media/FaSoumyXgAI29CX.jpg | https://pbs.twimg.com/media/FaSoum0WYAEYvXi.jpg | https://pbs.twimg.com/media/FaSoum0XoAAJ0vm.jpg | https://pbs.twimg.com/media/FaSoumzWAAAx5h5.jpg,,,First Model Y deliveries in Australia 🇦🇺 and New Zealand 🇳🇿 ,model delivery australia zealand,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033414904), (1, 0.83283395), (2, 0.033389818), (3, 0.033517014), (4, 0.033369564), (5, 0.033474773)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1557717132720459783,https://twitter.com/13298072/status/1557717132720459783,Thu Aug 11 13:14:40 +0000 2022,140,9506,1146,,https://twitter.com/Tesla/status/1557717132720459783/video/1,,"As a thank you to Tesla owners for referring a friend or family member, we invited them to submit images that were laser-etched &amp; launched into space by SpaceX’s Falcon 9.

This mosaic of photos will remain in space for millions of years &amp; possibly be found by 👽 or future humans ",tesla owner referring friend family invited submit image laseretched amp launched space spacex falcon mosaic photo remain space million amp future human,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.5719}",0.5719,0.0,0.19,0.81,pos,4.277613436819114,"[(0, 0.9636611)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1555909726529101825,https://twitter.com/13298072/status/1555909726529101825,Sat Aug 06 13:32:40 +0000 2022,85,11697,1197,,,,2022 Annual Shareholder Meeting → ,annual shareholder meeting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041667294), (1, 0.041667383), (2, 0.79166335), (3, 0.041667353), (4, 0.041667383), (5, 0.041667275)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1555584053843206144,https://twitter.com/13298072/status/1555584053843206144,Fri Aug 05 15:58:34 +0000 2022,57,7700,655,https://pbs.twimg.com/media/FZaLc2hWAAAzRKc.jpg | https://pbs.twimg.com/media/FZaLc2aX0AA3V1f.jpg | https://pbs.twimg.com/media/FZaLc2gXEAAPQIJ.jpg | https://pbs.twimg.com/media/FZaLc2jXkAAgXWV.jpg,,,Our annual shareholder meeting is a wrap — thanks Tesla shareholders for your continued support! ,annual shareholder meeting wrap tesla shareholder continued support,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,0.0,0.278,0.722,pos,2.75,"[(0, 0.018533682), (1, 0.018595062), (2, 0.90724635), (3, 0.018530358), (4, 0.018530386), (5, 0.018564127)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1555301409532305410,https://twitter.com/13298072/status/1555301409532305410,Thu Aug 04 21:15:26 +0000 2022,19,2727,301,,,,Meeting starting shortly,meeting starting shortly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.04167058), (1, 0.041671112), (2, 0.79147935), (3, 0.041670937), (4, 0.04167111), (5, 0.041836895)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1555268023946190850,https://twitter.com/13298072/status/1555268023946190850,Thu Aug 04 19:02:47 +0000 2022,172,14076,1752,https://pbs.twimg.com/media/FZVsBeCXoAA1gLp.jpg,,,Livestream the 2022 Annual Tesla Shareholder Meeting today at 4:30pm CT ,livestream annual tesla shareholder meeting pm ct,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.020851986), (1, 0.02087029), (2, 0.8956999), (3, 0.020847604), (4, 0.02088065), (5, 0.02084957)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1554933825414774785,https://twitter.com/13298072/status/1554933825414774785,Wed Aug 03 20:54:47 +0000 2022,36,5895,417,https://pbs.twimg.com/media/FZQ8EXpWYAEyiwb.jpg,,,"Alla scoperta dell’antica Roma

📸 @Andst7 ",alla scoperta dell antica rom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.027780822), (1, 0.027781209), (2, 0.027780753), (3, 0.86109525), (4, 0.027781209), (5, 0.02778074)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1551642592533700610,https://twitter.com/13298072/status/1551642592533700610,Mon Jul 25 18:56:36 +0000 2022,40,3859,408,,https://twitter.com/Tesla/status/1551642592533700610/video/1,,"When parked in Model S/X, Auto Shift uses Autopilot cameras to automatically select Drive or Reverse

🎥 @teslaisntaflex ",parked model auto shift autopilot camera automatically select drive reverse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.321928094887362,"[(0, 0.015191322), (1, 0.9239254), (2, 0.015249406), (3, 0.015231247), (4, 0.015175562), (5, 0.015227076)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1551556758497333249,https://twitter.com/13298072/status/1551556758497333249,Mon Jul 25 13:15:32 +0000 2022,439,22760,2293,,https://twitter.com/Tesla/status/1551556758497333249/video/1,,Our huge casting machines enable us to make full-size cars the same way toy cars are made ✌️ ,huge casting machine enable fullsize car toy car,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,0.0,0.247,0.753,pos,2.75,"[(0, 0.018525695), (1, 0.018683586), (2, 0.018593872), (3, 0.018824447), (4, 0.018539893), (5, 0.9068325)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549851234571542528,https://twitter.com/13298072/status/1549851234571542528,Wed Jul 20 20:31:32 +0000 2022,46,4944,457,https://pbs.twimg.com/media/FYIwT3zWAAImAf9.jpg,,,We ended the quarter with the highest vehicle production month in our history 💪 ,quarter vehicle production month history,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.027935263), (1, 0.86055595), (2, 0.027865699), (3, 0.027849143), (4, 0.027880877), (5, 0.027913092)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549851234571542528,https://twitter.com/13298072/status/1549851234571542528,Wed Jul 20 20:18:30 +0000 2022,35,4161,354,https://pbs.twimg.com/media/FYItMRVWQAAfUG8.jpg,,,We continue to rapidly expand our Supercharger network ,continue rapidly expand supercharger network,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,0.0,0.365,0.635,pos,2.321928094887362,"[(0, 0.027905833), (1, 0.027800923), (2, 0.027886191), (3, 0.028429197), (4, 0.027821865), (5, 0.860156)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549851234571542528,https://twitter.com/13298072/status/1549851234571542528,Wed Jul 20 20:18:29 +0000 2022,12,1278,93,https://pbs.twimg.com/media/FYItHtCXoAEn0C1.jpg,,,"At the end of Q2, over 100k Tesla drivers in North America had access to FSD Beta ",tesla driver north america access fsd beta,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.020937707), (1, 0.8951751), (2, 0.02095274), (3, 0.021014493), (4, 0.020851748), (5, 0.021068174)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549851234571542528,https://twitter.com/13298072/status/1549851234571542528,Wed Jul 20 20:18:27 +0000 2022,14,1909,139,https://pbs.twimg.com/media/FYItCsxWAAAbrAT.jpg,,,Our factory in Berlin-Brandenburg produced over 1000 cars in a single week ,factory berlinbrandenburg produced car single week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.024268258), (1, 0.024212923), (2, 0.023899542), (3, 0.024137992), (4, 0.02400266), (5, 0.8794786)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549851234571542528,https://twitter.com/13298072/status/1549851234571542528,Wed Jul 20 20:18:25 +0000 2022,22,2048,197,https://pbs.twimg.com/media/FYIswGPXkBcCNgA.jpg | https://pbs.twimg.com/media/FYIsyFMWYAEPiUl.jpg,,,"In Q2, we delivered the first vehicles made with Tesla 4680 cells from Giga Texas to US customers ",delivered vehicle tesla cell giga texas customer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.020970484), (1, 0.23699422), (2, 0.020991469), (3, 0.021062886), (4, 0.020892408), (5, 0.67908853)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549851234571542528,https://twitter.com/13298072/status/1549851234571542528,Wed Jul 20 20:18:23 +0000 2022,54,5227,600,,,,Q2 2022 Earnings Call → ,earnings call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.0,"[(0, 0.7207753), (1, 0.055559337), (2, 0.056087103), (3, 0.05555917), (4, 0.056250874), (5, 0.05576822)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549440889700876288,https://twitter.com/13298072/status/1549440889700876288,Tue Jul 19 17:07:49 +0000 2022,1079,27312,2511,,https://twitter.com/Tesla/status/1549440889700876288/video/1,,"Model X auto-presenting doors

🎥: @ryanjaycowan ",model autopresenting door,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.04193439), (1, 0.042051952), (2, 0.041742872), (3, 0.04182483), (4, 0.21245919), (5, 0.6199868)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1549427756462637057,https://twitter.com/13298072/status/1549427756462637057,Tue Jul 19 16:22:03 +0000 2022,51,4586,360,https://pbs.twimg.com/media/FYCtylUXgAA8HCx.jpg | https://pbs.twimg.com/media/FYCtylTXgAExgy_.jpg,,,,nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,0.0,"[(0, 0.08333497), (1, 0.083335325), (2, 0.08333488), (3, 0.08333509), (4, 0.08352877), (5, 0.58313096)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1547242854640230401,https://twitter.com/13298072/status/1547242854640230401,Wed Jul 13 15:33:37 +0000 2022,602,51459,4733,,,,"In Dog Mode, air conditioning will stay on while the car is locked, keeping your pets safe &amp; comfortable",dog mode air conditioning stay car locked keeping pet safe amp comfortable,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}",0.7351,0.0,0.383,0.617,pos,3.584962500721156,"[(0, 0.93513894), (1, 0.013060803), (2, 0.012966579), (3, 0.013028874), (4, 0.012845715), (5, 0.012959107)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1547219939932733446,https://twitter.com/13298072/status/1547219939932733446,Wed Jul 13 14:02:34 +0000 2022,31,3776,373,,,,Come join! → ,join,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,0.0,1.0,0.0,pos,0.0,"[(0, 0.58202416), (1, 0.084406205), (2, 0.08333625), (3, 0.08333667), (4, 0.08347256), (5, 0.0834242)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1545038596775845889,https://twitter.com/13298072/status/1545038596775845889,Thu Jul 07 13:34:41 +0000 2022,42,5063,488,,,,Tesla now operates 800 Supercharger locations across 30 countries in Europe ✌️,tesla operates supercharger location country europe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.023903592), (1, 0.023919059), (2, 0.023937559), (3, 0.88043493), (4, 0.023881154), (5, 0.023923704)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1544697699810918401,https://twitter.com/13298072/status/1544697699810918401,Wed Jul 06 15:00:05 +0000 2022,76,5813,505,,,,"Each shareholder has a say in our direction, including deciding on whether Tesla should be allowed to do a 3:1 stock split.",shareholder direction including deciding tesla allowed stock split,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.0,"[(0, 0.018547822), (1, 0.018542612), (2, 0.90729445), (3, 0.018550867), (4, 0.018531518), (5, 0.01853278)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1544697699810918401,https://twitter.com/13298072/status/1544697699810918401,Wed Jul 06 15:00:05 +0000 2022,124,8330,958,,,,Vote at the 2022 Tesla Shareholder Meeting ,vote tesla shareholder meeting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033387262), (1, 0.033416204), (2, 0.8329954), (3, 0.03344647), (4, 0.033374373), (5, 0.033380207)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1539657587498487808,https://twitter.com/13298072/status/1539657587498487808,Wed Jun 22 17:12:28 +0000 2022,143,13107,1203,,,,"10 years ago today, we delivered the first Model S to customers!",ago delivered model customer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033587553), (1, 0.03342451), (2, 0.03361253), (3, 0.033486888), (4, 0.033405773), (5, 0.83248276)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1539376292281335810,https://twitter.com/13298072/status/1539376292281335810,Tue Jun 21 22:34:43 +0000 2022,68,6507,731,,,,100% of our cars sold in the US are built in the US - the industry average is 52%,car sold built industry average,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.027830277), (1, 0.8607615), (2, 0.027886162), (3, 0.027798563), (4, 0.02778541), (5, 0.027938057)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1538991768129003520,https://twitter.com/13298072/status/1538991768129003520,Mon Jun 20 21:06:45 +0000 2022,9,2487,144,,,,To enable: Controls &gt; Autopilot &gt; Automatic Blind Spot Camera,enable control gt autopilot gt automatic blind spot camera,"{'neg': 0.209, 'neu': 0.465, 'pos': 0.326, 'compound': 0.128}",0.128,0.209,0.326,0.465,pos,2.94770277922009,"[(0, 0.016791465), (1, 0.01689632), (2, 0.01681123), (3, 0.016762966), (4, 0.01670551), (5, 0.91603255)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1538991768129003520,https://twitter.com/13298072/status/1538991768129003520,Mon Jun 20 21:06:45 +0000 2022,38,5300,356,,,,Automatically see a live camera view of your blind spot whenever you activate the turn signal,automatically live camera view blind spot activate signal,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.278,0.0,0.722,neg,3.0,"[(0, 0.018628685), (1, 0.018757557), (2, 0.9068889), (3, 0.018571928), (4, 0.018541463), (5, 0.018611439)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1538192380326817798,https://twitter.com/13298072/status/1538192380326817798,Sat Jun 18 16:10:16 +0000 2022,119,10923,1000,,https://twitter.com/Tesla/status/1538192380326817798/video/1,,Cybertruck at Formula SAE ,cybertruck formula sae,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041670647), (1, 0.041671176), (2, 0.04167055), (3, 0.041830637), (4, 0.7914035), (5, 0.04175355)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1537995967709884416,https://twitter.com/13298072/status/1537995967709884416,Sat Jun 18 03:09:47 +0000 2022,316,18201,1428,https://pbs.twimg.com/media/FVgPLLJUcAA7JtW.jpg,,,1k Model Y built at Giga Berlin this week. Thanks Tesla team! ,model built giga berlin week tesla team,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.021015003), (1, 0.89522827), (2, 0.020907305), (3, 0.021000603), (4, 0.020874532), (5, 0.020974305)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1536753481758932993,https://twitter.com/13298072/status/1536753481758932993,Tue Jun 14 16:52:36 +0000 2022,37,5812,470,,,,Surround sound &amp; comfy seats make your Tesla feel like a cinema on wheels,surround sound amp comfy seat tesla feel cinema wheel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.169925001442312,"[(0, 0.9163934), (1, 0.016702201), (2, 0.016762147), (3, 0.01668948), (4, 0.01668996), (5, 0.016762838)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1535650606551121921,https://twitter.com/13298072/status/1535650606551121921,Sat Jun 11 15:50:10 +0000 2022,399,66418,4332,https://pbs.twimg.com/media/FU-6FYYXoAYbPi_.jpg,,,City views from Model Y ,city view model,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.79035574), (1, 0.041880894), (2, 0.04199471), (3, 0.041948102), (4, 0.041742984), (5, 0.042077605)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1533512936395784195,https://twitter.com/13298072/status/1533512936395784195,Sun Jun 05 18:15:50 +0000 2022,8,2121,213,,,,,nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,0.0,"[(0, 0.083334975), (1, 0.08333533), (2, 0.083334886), (3, 0.083335094), (4, 0.08352868), (5, 0.583131)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1533512936395784195,https://twitter.com/13298072/status/1533512936395784195,Sun Jun 05 18:15:49 +0000 2022,470,44372,4557,,https://twitter.com/Tesla/status/1533512936395784195/video/1,,"HEPA air filter in Model Y, S and X removes &gt;99.97% of dust, pollen, mold, bacteria and any airborne particles ",hepa air filter model remove gt dust pollen mold bacteria airborne particle,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.2732,0.0,0.16,0.84,pos,3.584962500721156,"[(0, 0.012876296), (1, 0.012912374), (2, 0.9356084), (3, 0.012847982), (4, 0.012833988), (5, 0.012920991)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1533156109007081475,https://twitter.com/13298072/status/1533156109007081475,Sat Jun 04 18:37:55 +0000 2022,83,10402,1142,,,,Quickest acceleration of any SUV,quickest acceleration suv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.041877598), (1, 0.04167405), (2, 0.041673023), (3, 0.04167376), (4, 0.041674044), (5, 0.79142755)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1530594154971299841,https://twitter.com/13298072/status/1530594154971299841,Sat May 28 16:57:38 +0000 2022,20,8852,416,,,,"This is in addition to current factors: predicted speed, HVAC use, elevation changes, current temperature and route/distance",addition current factor predicted speed hvac elevation current temperature route distance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.2776134368191165,"[(0, 0.013896879), (1, 0.013890122), (2, 0.013918452), (3, 0.013924501), (4, 0.93042064), (5, 0.013949447)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1530594154971299841,https://twitter.com/13298072/status/1530594154971299841,Sat May 28 16:57:38 +0000 2022,456,53914,3860,,,,"Tesla navigation will now take predicted crosswind, headwind, humidity &amp; temperature into account for calculating battery % on arrival",tesla navigation predicted crosswind headwind humidity amp temperature account calculating battery arrival,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.584962500721156,"[(0, 0.0128549915), (1, 0.01287383), (2, 0.012874726), (3, 0.01283716), (4, 0.012889844), (5, 0.9356694)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1527011198855794689,https://twitter.com/13298072/status/1527011198855794689,Wed May 18 19:44:09 +0000 2022,25,3973,325,,,,,nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,0.0,"[(0, 0.08333498), (1, 0.08333534), (2, 0.08333489), (3, 0.0833351), (4, 0.083528996), (5, 0.5831307)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1527011198855794689,https://twitter.com/13298072/status/1527011198855794689,Wed May 18 19:40:14 +0000 2022,195,31698,2449,,,,"Select Supercharger stations now open to non-Tesla EVs in Belgium 🇧🇪, the UK 🇬🇧, Austria 🇦🇹, Spain 🇪🇸 and Sweden 🇸🇪",select supercharger station nontesla ev belgium uk austria spain sweden,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.321928094887362,"[(0, 0.015154869), (1, 0.015173903), (2, 0.015187225), (3, 0.9240778), (4, 0.015159323), (5, 0.015246856)]",3
